MOTIF	20_9.251
>0	1.7482084082822436
>1	5.058788659112311
>2	5.258387816270657
>3	1.880706887011505
>4	3.555030107690314
>5	10.090262836941276
>6	4.764091381221171
>7	4.931210318528686
>8	-1.0185787117522698
>9	3.3205620792662165
>10	3.575935325656705
>11	2.7659087626601515
>12	6.026286811296481
>13	0.21538452445445744
>14	5.162295139434408
>15	5.820442950881272
>16	4.523278037497874
>17	4.94536430996224
>18	4.2462933296351615
>19	4.107507658154667
>20	-0.052780748472621264
>21	3.8285068508025946
>22	2.160238996332393
>23	3.1181014263693827
>24	1.1225871744970906
>25	10.652850708756928
>26	7.253439607992046
>27	5.143152936946045
>28	10.004184862830588
>29	3.2312574704781936
>30	2.7492345167689374
>31	2.6986680052176446
>32	2.925643926106512
>33	4.392011011072428
>34	3.8164406237305926
>35	2.16278784560516
>36	6.542311392251162
>37	1.0048608275702609
>38	2.365248498501994
>39	2.1351638449478108
>40	0.5471970437945686
>41	5.004367265465549
>42	4.269790223897801
>43	2.8056106572660013
>44	1.6412657562338868
>45	1.3518069273896847
>46	6.135655136709718
>47	3.007201612095999
>48	4.115425535294832
>49	2.1796966238757856
>50	7.253439607992046
>51	7.902105453918386
>52	3.8762914159379296
>53	4.8651293701170495
>54	3.6887210119705607
>55	3.017553275683359
>56	1.2105675986756526
>57	5.7511220459227905
>58	3.8951609115020798
>59	2.708152665021352
>60	1.2005853664998787
>61	1.5826862944834574
>62	2.037991198871092
>63	8.959507702902144
>64	3.0233963099488577
>65	5.085865909313524
>66	7.190977238177501
>67	3.5773882716748853
>68	0.9182696336148348
>69	4.848968386396378
>70	2.2212418190585
>71	6.1538651518801055
>72	0.5061798375625504
>73	6.0625676434231295
>74	8.310841856975804
>75	4.450549932794133
>76	4.8375053694597
>77	5.659050774711998
>78	4.117617979505964
>79	3.08513588845573
>80	2.8403734302223382
>81	3.264897502571504
>82	1.8690324772798486
>83	1.5039791717815219
>84	0.05839808270402269
>85	4.392011011072428
>86	5.162295139434408
>87	4.65214088762413
>88	3.957173655603918
>89	3.6887210119705607
>90	2.9741377564115172
>91	1.8126753294119033
>92	2.7815517982930986
>93	4.951207344227739
>94	6.638707315817024
>95	4.8375053694597
>96	2.460808438133207
>97	2.8777400937550857
>98	10.566772734646237
>99	2.2777855584066877
>100	8.396919831086493
>101	2.5539661442427937
>102	4.666643039241082
>103	10.566772734646237
>104	0.10347458656606157
>105	3.0965989053924083
>106	1.6239924387340985
>107	3.6090905006455
>108	3.592096309377377
>109	2.9916514357175688
>110	5.820442950881272
>111	3.8951609115020798
>112	2.2463169704430825
>113	3.8077271211332917
>114	1.499161984893631
>115	-0.2194885243464999
>116	1.8174200029076792
>117	2.6848305823832144
>118	5.709543136607888
>119	5.115332398460498
>120	3.5644723087200276
>121	3.50414303097066
>122	5.411556258212029
>123	3.4689521335796245
>124	4.1292886245465175
>125	2.8679974308796874
>126	2.820575487299286
>127	1.555705724241818
>128	1.5990970715516715
>129	1.9895349718502782
>130	6.313709917738441
>131	5.486171215386039
>132	4.666643039241082
>133	-0.1530830019466134
>134	3.2924400780568357
>135	0.5712578137804176
>136	1.9093000320050872
>137	9.836775023341204
>138	1.563582086546308
>139	0.30126321354986496
>140	10.004184862830588
>141	4.371105793106037
>142	6.716453023695756
>143	2.0829397956276643
>144	3.313703544122279
>145	2.227193092291055
>146	4.51391849315407
>147	2.828041234452283
>148	2.5637221289877035
>149	3.1929948289582706
>150	4.067164281312882
>151	7.070963971224925
>152	1.0687677093782009
>153	6.469108796807611
>154	1.8026606266863436
>155	3.683705457819511
>156	1.8313749115652325
>157	3.4860907632179083
>158	1.8155341308672082
>159	3.421989392605714
>160	1.1140990992187034
>161	1.6181168567276476
>162	5.8087685411496155
>163	6.39106253648245
>164	-0.2590505303758366
>165	4.528390104965624
>166	1.7850513287545542
>167	5.344465790381347
>168	4.933693664921687
>169	1.6392300338316452
>170	2.241947600895351
>171	5.694578306574603
>172	5.623465162497198
>173	1.990362451964727
>174	0.09994327788673729
>175	5.555280727549542
>176	4.92358334357039
>177	1.5976511245167426
>178	5.820442950881272
>179	1.7556978857124337
>180	1.2325737782902015
>181	1.580805138945767
