MOTIF	25_9.032
>0	3.6698998612076634
>1	7.534047453506934
>2	2.974657032037386
>3	7.328478926145378
>4	5.301813042941165
>5	3.547220358374416
>6	3.160937144634112
>7	4.22426621764397
>8	3.315267734640485
>9	5.450507550518932
>10	4.063203493072748
>11	3.969654339241035
>12	5.22853643919215
>13	4.050863048896589
>14	4.0955193027143135
>15	5.192288980290055
>16	3.943203136057498
>17	4.674651484161725
>18	7.732808339825787
>19	7.188680328007134
>20	3.252990479292311
>21	4.47559217555117
>22	3.825865128822604
>23	6.060965222245182
>24	3.1213558893420155
>25	3.8690918677411936
>26	5.040680900672718
>27	5.56786824693505
>28	5.211525818184268
>29	3.765622311669055
>30	5.947301900839093
>31	4.773845611703623
>32	4.615390773689414
>33	6.64786928006804
>34	3.8143908345157125
>35	4.54258921130933
>36	3.8690918677411936
>37	6.419365038713474
>38	5.0035615828629325
>39	3.599322483813325
>40	4.36177369020092
>41	4.571672741499836
>42	5.987688618496166
>43	5.988951276120613
>44	5.355994593154237
>45	4.748972992595915
>46	9.235463493299921
>47	2.689610270145225
>48	5.238669382596385
>49	7.14829361035006
>50	3.4901120157865364
>51	5.947301900839093
>52	3.077214608217545
>53	3.828504789421735
>54	3.3872431079827097
>55	4.236473719738694
>56	4.775619122433486
>57	3.4134570779930735
>58	7.118720688137678
>59	4.9462828074517216
>60	5.974837321214592
>61	5.976610831944454
>62	5.0384347944918915
>63	3.947852397044798
>64	3.9917197710540417
>65	3.31951247368154
>66	8.009599164681244
>67	5.889739756301826
>68	4.258918552014596
>69	5.709520790666023
>70	3.368497104635842
>71	5.849152677982369
>72	2.9964326382100595
>73	4.887508933109713
>74	4.958274201438801
>75	2.4839334853323933
>76	4.257113817038068
>77	3.7681772573289525
>78	2.770625314656251
>79	5.889739756301826
>80	4.614448787504041
>81	6.5842757119154
>82	3.5718312466548534
>83	6.64786928006804
>84	7.09481524772404
>85	2.5649508585597967
>86	7.14829361035006
>87	6.08385138163338
>88	6.697939033321489
>89	4.934368761025162
>90	2.8629133372870506
>91	3.8295046454591515
>92	4.0605638324736155
>93	3.729293269602948
>94	5.482245747374244
>95	4.981326451904011
>96	4.278121584526277
>97	6.7143912744572685
>98	4.224643221900255
>99	3.080537011857734
>100	4.967957237035177
>101	3.547220358374416
>102	5.917728978626711
>103	6.6832374568852115
>104	5.947301900839093
>105	2.527550480955655
>106	5.988951276120613
>107	4.763912445554509
>108	3.144744890286736
>109	3.3377634947360915
>110	8.034471783788954
>111	6.365291467476139
>112	5.4468775705570724
>113	5.021134188111406
>114	4.414933011861359
>115	3.3337647453566888
>116	5.544372630802026
>117	3.852784403357658
>118	6.01118423462919
>119	6.18799121638006
>120	5.595857469259934
>121	4.634247028627036
>122	3.3236495398300696
>123	4.614448787504041
>124	5.085732355400887
>125	4.416657525040074
>126	2.323506633435294
>127	5.054369118040412
>128	4.791273203216884
>129	9.34912681470601
>130	5.127645721789428
>131	4.934368761025162
>132	2.1050692046459325
>133	4.361928854145081
>134	2.660512814352092
>135	4.981821417092224
>136	3.291152391825093
>137	3.990536346068556
>138	6.418153308908731
>139	6.01118423462919
>140	5.684171228940271
>141	3.739676118274012
>142	4.978072442561796
>143	4.159030612255215
>144	3.470565420580953
>145	3.945807627464373
>146	6.013823895228321
>147	2.840017870965914
>148	3.9347811276120765
>149	3.1314502273373472
>150	4.467532906753157
>151	5.01280480184095
>152	3.9670407299355324
>153	4.032049675500691
>154	4.886801036258703
>155	3.4134570779930735
>156	5.974837321214592
>157	5.358411383296724
>158	5.987688618496166
>159	5.586156685682907
>160	3.1274965400682286
>161	6.574592676319025
>162	3.7572824919278327
>163	3.929595867486843
>164	7.2024751605631305
>165	7.591155796094815
>166	4.458009420093747
>167	7.188680328007134
>168	2.953511017722855
>169	3.3561566604596837
>170	3.889008789167385
>171	3.984850880865527
>172	3.365502942212
>173	3.017786905931258
>174	3.4137345144220834
>175	6.18799121638006
>176	5.192288980290055
>177	3.816164345245577
>178	4.055512309883889
>179	5.127645721789428
>180	4.776252889730668
>181	6.711751613858137
>182	5.057743133076003
>183	5.474412990932572
>184	3.268824710204375
>185	5.840584692524193
>186	7.14829361035006
>187	7.619145018419698
>188	3.4867336817420895
>189	5.496947323810522
>190	9.34912681470601
>191	5.474412990932572
>192	3.913881408275093
>193	5.053631336116383
>194	4.571672741499836
>195	7.328478926145378
>196	6.774895274202918
>197	5.988951276120613
>198	3.4639589910737305
>199	5.188149721535076
>200	3.252990479292311
>201	5.154344222078807
>202	3.1611647973652834
>203	3.0741427042121456
>204	7.118720688137678
>205	3.0217144244875325
>206	3.477000988975159
>207	6.418153308908731
>208	4.149329828678188
>209	3.252990479292311
>210	4.8030465638332505
>211	3.5237247422413924
>212	4.563627823354768
>213	3.943203136057498
>214	2.6889725808576523
>215	4.540256570390698
>216	4.342003918316374
>217	4.444646747364958
>218	4.2244663648453
>219	4.458009420093747
>220	3.8507377479303115
>221	4.022366639904313
>222	4.662094603136366
>223	6.522375340843959
>224	3.3139665042336928
>225	6.53181663031482
>226	4.8730062037027055
>227	2.70662363862726
>228	3.8008453601732493
>229	5.458698531720821
>230	7.208478569130129
>231	5.4468775705570724
>232	3.9550339249432875
