MOTIF	101_2.461
>0	8.71408304167215
>1	3.9145438631948775
>2	5.360164905733913
>3	5.652913904374974
>4	3.4441523250483677
>5	6.790570038962694
>6	3.439136347869185
>7	7.1252962680299445
>8	4.26559824029648
>9	5.2105816381960235
>10	5.8292584930287985
>11	5.592493579588792
>12	3.847567048681569
>13	6.188166843435561
>14	6.267361127862115
>15	3.969204857770827
>16	6.188166843435561
>17	5.494532263961548
>18	6.790570038962694
>19	3.416151369329627
>20	5.592493579588792
>21	3.571963660822467
>22	8.71408304167215
>23	6.010047908676566
>24	7.4180452666710055
>25	5.2040251484688955
>26	3.0937299768325053
>27	3.65966522451325
>28	8.71408304167215
>29	2.473948118580833
>30	3.302504096179303
>31	6.791514438533071
>32	3.7326465567499882
>33	7.736497836432614
>34	5.321433330392195
>35	4.71401013367542
>36	7.736497836432614
>37	5.45582370538921
>38	5.360164905733913
>39	4.8446221369865405
>40	5.339664372039084
>41	5.2105816381960235
>42	3.7294009016655165
>43	4.230830889384557
>44	5.813929233293532
>45	4.4726484628966565
>46	5.971366474136581
>47	4.2449165463805345
>48	5.045643508055472
>49	8.71408304167215
>50	4.203982027193284
>51	2.8791430942271226
>52	7.4180452666710055
>53	3.439136347869185
>54	5.592493579588792
>55	3.8904162305840746
>56	3.495063257657119
>57	2.9299075071526195
>58	6.267361127862115
>59	5.339664372039084
>60	3.533255102250128
>61	4.7595273387180175
>62	4.416721553108722
>63	2.584936177971396
>64	3.4441523250483677
>65	3.281456545329815
>66	3.8910281971634135
>67	5.592493579588792
>68	6.4334089106287475
>69	8.71408304167215
>70	3.6732102040452945
>71	4.194644203741001
>72	3.11619387655249
>73	4.51694705872201
>74	3.8273622172927597
>75	5.592493579588792
>76	6.948951679376119
>77	5.50001980219443
>78	4.084331962121576
>79	8.71408304167215
>80	7.1252962680299445
>81	3.2858474914850144
>82	5.339664372039084
>83	3.6699249764497113
>84	3.8809739529725418
>85	5.47981497080562
>86	6.147711062790407
>87	7.1252962680299445
>88	4.26559824029648
>89	5.3667209281874495
>90	2.3167521042579673
>91	1.8980458402015503
>92	3.5745330097430514
>93	3.0996956060793175
>94	6.948951679376119
>95	5.3667209281874495
>96	2.4932085503992663
>97	5.673118735763783
>98	3.2061919905649363
>99	4.057731955815204
>100	5.812984833723156
>101	3.2461945333422992
>102	3.6906923430931773
>103	5.652913904374974
>104	4.5809408669157845
>105	5.208416094624096
>106	4.510840307489667
>107	4.851673287789261
>108	5.201783265320487
>109	8.71408304167215
>110	5.971366474136581
>111	6.267361127862115
