MOTIF	125_1.278
>0	3.8246776973973793
>1	4.769777839373397
>2	2.593465931086067
>3	2.315450492483998
>4	6.124534836863525
>5	2.554122324232904
>6	5.887284939730351
>7	3.6594177284945353
>8	5.455889518714733
>9	7.795753333308589
>10	5.644467807025065
>11	5.818786845898345
>12	3.999505486471066
>13	4.938426997892173
>14	8.51950620044663
>15	7.104173837652444
>16	4.303973266281716
>17	1.8303694570948625
>18	4.769777839373397
>19	4.089114098475855
>20	3.4032379007739157
>21	3.2494964434419593
>22	4.746954210229187
>23	3.457057492180393
>24	4.4681770925143915
>25	1.381607094144003
>26	2.7815495291331205
>27	3.257077121913513
>28	2.7815495291331205
>29	0.10941889212963307
>30	5.438423157522188
>31	4.691846661239937
>32	1.7202170371812688
>33	1.909367694644174
>34	3.8485683859574396
>35	1.4005611340944728
>36	5.935384179400621
>37	4.0138283548602836
>38	4.321015476422537
>39	2.1375565786571156
>40	3.574438980140285
>41	5.190101221123855
>42	5.589360258035815
>43	2.838670521021814
>44	1.870474743060751
>45	3.0985593429283336
>46	2.5709654425721755
>47	3.5736773010275593
>48	4.056603839480783
>49	7.795753333308589
>50	7.606602675845684
>51	3.6078414765299227
>52	4.74512547170061
>53	5.415599528377979
>54	6.875305559005358
>55	7.293324495115349
>56	5.83361846448797
>57	5.45387607581529
>58	2.783378267661698
>59	5.127577655355078
>60	6.352047231748725
>61	2.119951781205118
>62	6.124534836863525
>63	1.4513064630563264
>64	0.530659596951546
>65	2.496797468385667
>66	0.053726865132291524
>67	4.280910190456648
>68	4.9821906644629195
>69	1.3402730289124087
>70	4.145654156475952
>71	1.6066998883693169
>72	5.45387607581529
>73	5.339292185212458
>74	5.83361846448797
>75	4.312428931441123
>76	5.589360258035815
>77	8.040011539760743
>78	5.935384179400621
>79	5.196277813226779
>80	3.8485683859574396
>81	2.806201896805908
>82	4.213953372767543
>83	3.1283468158440355
>84	4.947671753200278
>85	2.6669656385302885
>86	5.528442842675363
>87	5.438423157522188
>88	3.0128189154613576
>89	-0.37968199878276865
>90	0.4876576094935259
>91	4.510166133885442
>92	3.8795861545850787
>93	3.7635896376031903
>94	5.4935307065114385
>95	3.6078414765299227
>96	9.979212231074008
>97	6.395810898319471
>98	1.0793032738580228
>99	5.760568076560316
>100	7.862427767806025
>101	6.496242564966822
>102	0.635685574001208
>103	3.5306753135695397
>104	5.658028996301556
>105	4.703190543658441
>106	1.0717108624429703
>107	5.468878338838652
>108	4.527632495077986
>109	2.0288696932079664
>110	-0.3951349170758698
>111	6.473742076452931
>112	8.51950620044663
>113	7.606602675845684
>114	3.5541750012875424
>115	3.0504601032580627
>116	5.163532072592308
>117	5.127577655355078
>118	8.086097336531571
>119	5.000950563660951
>120	2.7969585960693273
>121	7.862427767806025
>122	7.346990970357729
>123	4.991674237470772
>124	3.285696349130797
>125	0.7625924266145259
>126	4.312428931441123
>127	-0.37105749080775086
>128	6.678345652208937
>129	2.7148801738296933
>130	7.606602675845684
>131	3.36888132104958
>132	5.682681363974344
>133	2.5524773865274906
>134	1.2282883989937279
>135	2.31506282770229
>136	3.8246776973973793
>137	5.225687191802348
>138	2.321239419805213
>139	2.6582627767051576
>140	4.974381415129403
>141	9.310566912925218
>142	5.230206507089744
>143	2.3853853430357184
>144	4.501934324664306
>145	4.769777839373397
>146	0.6691981094244652
>147	7.293324495115349
>148	6.686154901542453
>149	0.5975872999124394
>150	3.287710000391238
>151	3.101799485453215
>152	5.163532072592308
>153	3.6353279481329235
>154	2.6240986012027943
>155	9.979212231074008
>156	9.790061573611105
>157	2.911887148877584
>158	3.0526718424440347
>159	6.831541892434612
>160	3.384526643564655
>161	2.349207724633912
>162	-0.12634384122452502
>163	3.507315839170605
>164	4.746192531116461
>165	7.346990970357729
>166	4.934276129163515
>167	9.979212231074008
>168	5.760568076560316
>169	0.5304671927295725
>170	3.7672044527161264
>171	1.2025070360842975
>172	3.531968206843393
>173	1.2079229117980497
>174	5.163532072592308
>175	0.6322774457490401
>176	6.831541892434612
>177	8.51950620044663
>178	4.746954210229187
>179	2.8635211849811295
>180	2.9967936280156824
>181	2.071871680665986
>182	2.8212041598292688
>183	3.0739069752555466
>184	5.4137707898494005
>185	3.3031629186843396
>186	4.989383678152764
>187	6.36879304331568
>188	7.346990970357729
>189	3.7115245345743038
>190	2.594227610198793
>191	9.790061573611105
>192	3.7365717825994
>193	2.31985096951946
>194	4.892341201121345
>195	9.979212231074008
>196	6.678345652208937
>197	2.1030376673944753
>198	9.310566912925218
>199	5.682681363974344
>200	3.780914030826633
>201	6.449089708780144
>202	6.496242564966822
>203	3.898011077362045
>204	3.4032379007739157
>205	2.9237432400880294
>206	5.658028996301556
>207	5.226448870915074
>208	3.531968206843393
>209	4.030671473199555
>210	4.08030369755617
>211	8.51950620044663
>212	2.0288696932079664
>213	3.0128189154613576
>214	2.1600570671710075
>215	4.974381415129403
>216	3.3444213575987654
>217	4.510166133885442
>218	4.958928496836302
>219	2.783378267661698
>220	2.977562831494507
>221	1.8259903185034174
>222	1.6351277404638767
>223	4.568608759161743
>224	5.3718358618072335
>225	9.790061573611105
>226	3.2118993980207087
>227	3.816868448063863
>228	4.321015476422537
>229	4.199320631718331
>230	5.176540031847364
>231	4.010169974255427
>232	3.1938664238663117
>233	3.9651280069880643
>234	7.382933107120138
>235	4.4681770925143915
>236	3.4032379007739157
>237	5.6450401761776385
>238	0.18901068161699008
>239	3.4386471009048645
>240	2.957138997319534
>241	3.6594177284945353
>242	6.496242564966822
>243	7.795753333308589
>244	1.4175492309064117
>245	4.431847290970275
>246	3.2935055984643125
>247	2.0726333597787123
>248	5.682681363974344
>249	7.159853755794268
