MOTIF	70_4.049
>0	3.9404793403544467
>1	7.889093447408897
>2	5.322165536821819
>3	4.635304129606095
>4	3.096098601019696
>5	4.278500419097524
>6	3.570885226416947
>7	7.699561131557746
>8	5.000878027098343
>9	2.996427140764818
>10	4.171226941778055
>11	8.16435532964292
>12	4.18993890448773
>13	7.129130491977227
>14	6.7175799365197335
>15	6.246368892385365
>16	4.986700780763672
>17	4.711240773414127
>18	5.074855381496201
>19	2.108359574886243
>20	4.853897024530136
>21	5.436853297824403
>22	7.695355521013459
>23	3.3342603452043473
>24	4.189854758978871
>25	5.2873816323032345
>26	7.946798391152545
>27	3.0183412480897074
>28	8.176084320568098
>29	3.473512349819067
>30	3.700058839579854
>31	6.858181055312281
>32	3.2876965201991233
>33	6.547476593635389
>34	2.7261891406862833
>35	3.6340189322765433
>36	5.322165536821819
>37	2.942510138062394
>38	4.4965659565494605
>39	4.863277948861252
>40	2.6420453099264534
>41	5.121866737092111
>42	2.92400901638623
>43	2.5617123705403175
>44	3.903414766337856
>45	4.5954732215789384
>46	7.699561131557746
>47	2.8697206977970855
>48	7.05944236208861
>49	4.940724827945202
>50	5.328072146946425
>51	2.655911354833316
>52	4.977166555174971
>53	4.204452999650387
>54	4.613259012822297
>55	6.273951275014467
>56	3.82742486572248
>57	2.2291912744685916
>58	4.00471958572566
>59	6.230096481731155
>60	4.8351415022822914
>61	4.60585557286674
>62	5.577224389522554
>63	5.957616981088063
>64	5.576107776979576
>65	5.283176021758947
>66	2.663411811701402
>67	6.1122383388343655
>68	4.97563578605005
>69	4.8248364454572465
>70	3.7881876736914224
>71	1.9100744227612
>72	7.228350087423378
>73	3.745040414378689
>74	5.7815746943001916
>75	6.147149296939214
>76	5.565495398597377
>77	6.760774212894049
>78	2.511962901870514
>79	4.206004113561823
>80	9.11831190204171
>81	3.1417640799921274
>82	2.38798816439585
>83	3.565168333835554
>84	7.946798391152545
>85	4.664522842912545
>86	8.87107464244691
>87	5.291970079976454
>88	5.982859222136356
>89	8.365616636419247
>90	2.9767570999556874
>91	4.31496532179535
>92	5.812732658192176
>93	3.851897889911455
>94	2.7055114069606065
>95	3.8605224801011637
>96	4.739463521168873
>97	4.2098346124638635
>98	2.768035316168116
>99	4.099344751699737
>100	5.565495398597377
>101	3.9064984329196344
>102	4.8351415022822914
>103	5.629244057872111
>104	2.9425991078797504
>105	2.7643290479444502
>106	6.964817196114533
>107	7.094219533872378
>108	5.787554200155617
>109	4.134255709804586
>110	2.7619426067976987
>111	2.7331243580632663
>112	3.599107974171693
>113	6.992841818753756
>114	3.0062678549179136
>115	5.910977032058037
>116	3.6664489121715076
>117	3.4791421820685784
>118	5.086657268152197
>119	1.1491839393104255
>120	5.0865031626558395
>121	6.264077389165967
>122	5.03328528664912
>123	4.5175028470186875
>124	3.71110077404255
>125	4.00471958572566
>126	4.171226941778055
>127	4.635304129606095
>128	4.631226719990935
>129	3.9753207218138757
>130	4.735257910624586
>131	5.120904230045491
>132	4.063902172256867
>133	5.043429340381287
>134	4.774374479273723
>135	6.101861690381001
>136	3.563744399735422
>137	3.3662073539481288
>138	6.953088205189355
>139	5.342023442410086
>140	3.9493907191563267
>141	3.338890736881944
>142	5.087927096755971
>143	4.498758944727563
>144	2.527858272228209
>145	4.107424098161745
>146	5.425124306899225
>147	6.9900601423096
>148	3.6320969269564793
>149	4.314892426064532
>150	7.900822438334075
>151	2.5819444313933464
>152	6.964817196114533
>153	7.696779455113591
>154	5.7567642780616275
>155	2.768035316168116
>156	3.2472822208509386
>157	6.470624134117576
>158	2.2199360841072573
>159	5.342023442410086
>160	2.512967387570904
>161	3.369955358730807
>162	6.034791459750416
>163	2.8214770839113186
>164	3.7896116077915547
>165	8.041423557126622
>166	10.054317144261251
>167	4.70190467294095
>168	4.882614284931714
>169	2.9884860908808646
>170	3.4159313115492775
>171	5.982859222136356
>172	5.922175813092739
>173	2.000878323104474
>174	5.283176021758947
>175	3.238952186492777
>176	4.986700780763672
>177	4.114023648951558
>178	1.6834024935377143
>179	3.4121833067666
>180	7.10541831490708
>181	4.746456691659288
>182	3.6077788163548083
>183	5.922706022983214
>184	2.372266193824982
>185	3.0679413002169977
>186	5.215986710179224
>187	6.193125249757686
>188	5.046853979916814
>189	3.7939240533606307
>190	4.870505076718564
>191	4.633880195505964
>192	4.8207590358420855
>193	3.369623919640619
>194	3.8278636936967714
>195	3.5167777496895507
>196	5.488642939079563
>197	3.063509208136404
>198	9.072335949223238
>199	3.9061627913854178
>200	5.01260701802352
>201	3.369955358730807
>202	5.412505917703292
>203	3.3857358547039125
>204	5.165856448161459
>205	3.4165581770616797
>206	5.0925638782768035
>207	2.5470334732884967
>208	4.007000542349235
>209	3.0339603927821854
>210	5.683885867978962
>211	4.92252474506812
>212	1.115003342902697
>213	5.852486271756576
>214	6.547476593635389
>215	4.885395961375869
>216	3.6460470351007226
>217	8.041423557126622
>218	4.521708457562975
>219	7.228350087423378
>220	8.176084320568098
>221	1.2293886777674345
>222	9.34759783145726
>223	2.3511034879266166
>224	5.852486271756576
>225	5.5878367679047525
>226	8.041423557126622
>227	4.836565436382424
>228	3.9061627913854178
>229	3.799252668405044
>230	5.021611738868522
>231	5.683885867978962
>232	5.425124306899225
>233	4.082581281659403
>234	5.982859222136356
>235	4.6118202833912285
>236	7.228350087423378
>237	5.565495398597377
>238	5.852486271756576
>239	3.0947074771998397
>240	6.258097883310542
>241	4.500643366164621
>242	4.870505076718564
>243	5.597427419055841
>244	7.7307190954497305
>245	6.964817196114533
>246	6.4224111791732374
>247	2.0729550815390505
>248	5.132633220970668
>249	3.2980002729216693
