MOTIF	p-value	scoreCutoff	PosMatches	PosNonMatches	NegMatches	NegNonMatches	Enrichment
91_6.891	0.14644749602	8.27546226154	20	980	11	989	1.81818181818
169_1.564	0.341503716374	8.81643237127	17	983	11	989	1.54545454545
22_12.019	0.118281778921	8.45014442806	22	978	12	988	1.83333333333
79_7.707	0.1592712155	7.60622551178	21	979	12	988	1.75
118_5.449	0.0564353486559	7.63137797667	31	969	17	983	1.82352941176
164_1.819	0.00080840499919	7.5516687996	37	963	13	987	2.84615384615
190_0.571	0.0127363212	7.89258797767	30	970	13	987	2.30769230769
155_2.51	0.00880441229977	8.27109879283	28	972	11	989	2.54545454545
129_4.487	0.0106885408068	8.41722730837	29	971	12	988	2.41666666667
187_0.672	0.130748853317	9.35326573059	28	972	17	983	1.64705882353
112_5.7	0.0297463383584	7.95880002514	29	971	14	986	2.07142857143
23_12.0	0.292171581023	8.72801435701	20	980	13	987	1.53846153846
150_2.701	0.0867370090622	9.26797769022	23	977	12	988	1.91666666667
173_1.213	0.1592712155	9.31136174407	21	979	12	988	1.75
77_7.733	0.357940471224	8.38455999769	18	982	12	988	1.5
109_5.842	0.0998318896424	8.18371533307	29	971	17	983	1.70588235294
134_3.987	0.0413834431203	8.04449304763	28	972	14	986	2.0
194_0.277	0.0418148081159	8.83537971602	32	968	17	983	1.88235294118
162_2.017	0.000720848539623	8.17333094454	34	966	11	989	3.09090909091
197_0.179	0.118281778921	8.58879281719	22	978	12	988	1.83333333333
107_5.988	0.000720848539623	8.30317511761	34	966	11	989	3.09090909091
148_2.82	0.435912630838	8.26834611732	24	976	18	982	1.33333333333
44_10.259	0.0450180757726	8.02773398506	25	975	12	988	2.08333333333
32_11.169	0.0318997188043	7.80577938799	26	974	12	988	2.16666666667
53_9.625	0.0189539717959	8.3131523185	26	974	11	989	2.36363636364
123_5.119	0.0692608940246	7.61139356744	29	971	16	984	1.8125
127_4.654	0.14644749602	8.62697485972	20	980	11	989	1.81818181818
102_6.288	0.0776657278988	8.2564391949	22	978	11	989	2.0
85_7.163	0.357940471224	8.5540126658	18	982	12	988	1.5
157_2.276	0.261429128168	8.16043822698	18	982	11	989	1.63636363636
116_5.552	0.0776657278988	8.73940448867	22	978	11	989	2.0
168_1.568	0.14644749602	8.52587199586	20	980	11	989	1.81818181818
47_10.142	0.0106885408068	7.88511058137	29	971	12	988	2.41666666667
106_6.113	0.688161759902	8.69850385642	14	986	11	989	1.27272727273
26_11.701	0.107340450663	8.60884272055	21	979	11	989	1.90909090909
99_6.572	0.14644749602	8.39037967998	20	980	11	989	1.81818181818
9_13.862	0.709027630865	7.97835872315	16	984	13	987	1.23076923077
76_7.808	0.211625904949	8.17207911439	20	980	12	988	1.66666666667
158_2.275	0.00191187393941	7.87685198814	38	962	15	985	2.53333333333
166_1.758	0.581791806083	8.9695330171	17	983	13	987	1.30769230769
115_5.561	0.0628454840643	8.2553954926	24	976	12	988	2.0
17_12.989	0.14644749602	7.752594977	20	980	11	989	1.81818181818
10_13.816	0.0776657278988	7.51473767603	22	978	11	989	2.0
61_8.855	0.0129790116383	7.77408285359	27	973	11	989	2.45454545455
145_3.047	0.183630000111	8.44506403183	23	977	14	986	1.64285714286
105_6.18	0.197088232798	8.2487465914	19	981	11	989	1.72727272727
62_8.819	0.00591934052341	7.74348612205	29	971	11	989	2.63636363636
56_9.306	0.261429128168	8.38535749085	18	982	11	989	1.63636363636
182_0.877	0.0131491587941	8.26395484239	37	963	18	982	2.05555555556
94_6.781	0.118281778921	7.7768922138	22	978	12	988	1.83333333333
3_16.227	0.844001933563	7.98647529474	14	986	12	988	1.16666666667
49_9.976	1.0	7.80511038579	12	988	11	989	1.09090909091
142_3.29	0.00723842626343	8.26438807355	33	967	14	986	2.35714285714
58_9.148	0.438934773827	8.63885600538	16	984	11	989	1.45454545455
122_5.167	0.554584468195	8.89422812025	15	985	11	989	1.36363636364
126_4.659	0.00111477896103	7.77728778858	33	967	11	989	3.0
137_3.958	0.122205507764	8.0655577019	27	973	16	984	1.6875
95_6.723	0.0274071947073	8.04766511723	25	975	11	989	2.27272727273
195_0.191	0.118281778921	8.69440326853	22	978	12	988	1.83333333333
30_11.353	0.0776657278988	8.00622876648	22	978	11	989	2.0
103_6.268	0.341503716374	8.23725012486	17	983	11	989	1.54545454545
0_18.471	0.00880441229977	7.9927273004	28	972	11	989	2.54545454545
51_9.875	0.00409318512026	7.64353953143	33	967	13	987	2.53846153846
179_0.951	0.0503092753907	7.83079915528	34	966	19	981	1.78947368421
144_3.114	0.1394923718	8.25726577515	24	976	14	986	1.71428571429
70_8.259	0.0463153872643	8.57646534719	29	971	15	985	1.93333333333
28_11.53	0.438934773827	7.6050302985	16	984	11	989	1.45454545455
39_10.688	0.438934773827	8.00790895651	16	984	11	989	1.45454545455
67_8.469	0.00111477896103	7.28718214415	33	967	11	989	3.0
199_0.173	0.1394923718	8.60472740994	24	976	14	986	1.71428571429
138_3.852	0.593619004832	8.14312250058	18	982	14	986	1.28571428571
124_5.043	0.341503716374	9.04643925501	17	983	11	989	1.54545454545
