MOTIF	p-value	scoreCutoff	PosMatches	PosNonMatches	NegMatches	NegNonMatches	Enrichment
104_5.994	0.00492699417361	7.78341806025	31	969	12	988	2.58333333333
151_2.448	0.554584468195	8.93880483684	15	985	11	989	1.36363636364
138_3.281	0.0318997188043	8.27281918302	26	974	12	988	2.16666666667
162_1.707	0.400734414557	8.63862283056	21	979	15	985	1.4
40_10.534	0.0392199578263	8.44076331912	24	976	11	989	2.18181818182
106_5.923	0.00330377868903	7.96051846124	32	968	12	988	2.66666666667
137_3.295	0.129006630213	8.80483226193	23	977	13	987	1.76923076923
39_10.541	0.0413834431203	7.90925849339	28	972	14	986	2.0
196_0.123	0.341503716374	7.76232839993	17	983	11	989	1.54545454545
35_10.726	1.0	8.61649852381	13	987	12	988	1.08333333333
179_1.039	0.0026090482692	8.55631525027	31	969	11	989	2.81818181818
175_1.221	0.546912123086	8.42465025059	25	975	20	980	1.25
57_8.858	0.454942716329	8.0554294788	17	983	12	988	1.41666666667
51_9.34	0.60447659585	8.80625400741	19	981	15	985	1.26666666667
108_5.861	0.438934773827	8.39271626481	16	984	11	989	1.45454545455
194_0.273	0.00409318512026	7.72048290496	33	967	13	987	2.53846153846
5_17.094	0.00191187393941	7.20904565181	38	962	15	985	2.53333333333
155_1.972	0.0211761406486	8.12546232139	30	970	14	986	2.14285714286
21_12.689	0.00602547978232	7.83031135722	32	968	13	987	2.46153846154
125_4.339	0.197088232798	8.19256967981	19	981	11	989	1.72727272727
191_0.548	0.357940471224	8.41770973607	18	982	12	988	1.5
98_6.456	0.277269399364	8.72351239816	19	981	12	988	1.58333333333
173_1.358	0.84949705045	8.75987727472	15	985	13	987	1.15384615385
55_8.97	0.00497684322789	8.45154072849	34	966	14	986	2.42857142857
49_9.495	0.225484920742	8.98240720827	21	979	13	987	1.61538461538
130_3.719	0.00880441229977	8.52792140363	28	972	11	989	2.54545454545
141_3.034	0.554584468195	9.04332535945	15	985	11	989	1.36363636364
16_13.831	0.104692558924	8.08532531514	25	975	14	986	1.78571428571
13_14.507	0.00880441229977	7.5971435468	28	972	11	989	2.54545454545
58_8.742	0.14644749602	8.78521726409	20	980	11	989	1.81818181818
74_8.086	0.129006630213	8.51745193835	23	977	13	987	1.76923076923
34_10.76	0.00409318512026	7.51748144392	33	967	13	987	2.53846153846
22_12.41	0.261429128168	7.8141771395	18	982	11	989	1.63636363636
182_1.01	0.0555115182499	8.71275722461	23	977	11	989	2.09090909091
156_1.882	0.00880441229977	8.71676282493	28	972	11	989	2.54545454545
