MOTIF	p-value	scoreCutoff	PosMatches	PosNonMatches	NegMatches	NegNonMatches	Enrichment
23_9.612	0.338778369003	8.87237401507	7	243	3	247	2.33333333333
69_3.601	0.0539661281468	7.66324749913	11	239	3	247	3.66666666667
97_2.277	0.0325177385818	8.21525345147	12	238	3	247	4.0
11_10.936	0.221364732468	8.55097532883	8	242	3	247	2.66666666667
151_0.148	0.0325177385818	8.21841580632	12	238	3	247	4.0
128_1.038	1.0	8.85941429389	4	246	3	247	1.33333333333
110_1.74	1.0	8.45949936825	4	246	4	246	1.0
146_0.453	0.00021513849838	7.07448536581	23	227	4	246	5.75
103_1.877	0.0880920479724	8.2964869934	10	240	3	247	3.33333333333
32_8.431	0.751410308876	8.01936736531	6	244	4	246	1.5
147_0.449	0.0193059728447	8.29365676555	13	237	3	247	4.33333333333
90_2.684	1.0	9.61121503436	3	247	3	247	1.0
26_9.362	0.0279847871985	8.05786469203	14	236	4	246	3.5
93_2.472	0.0102427216531	8.51961393686	16	234	4	246	4.0
13_10.911	0.0113100408791	7.64860395813	14	236	3	247	4.66666666667
127_1.067	1.0	8.86847255707	4	246	3	247	1.33333333333
129_0.982	0.0452927517327	8.4276445879	13	237	4	246	3.25
3_12.452	0.724350636085	8.13628213311	5	245	3	247	1.66666666667
10_10.964	0.0193059728447	7.65750025789	13	237	3	247	4.33333333333
62_4.427	0.575940216744	8.44470443454	8	242	5	245	1.6
91_2.585	0.724350636085	9.96123582591	5	245	3	247	1.66666666667
108_1.758	0.00374660526348	7.81530475588	16	234	3	247	5.33333333333
77_3.248	0.0113100408791	8.0962262521	14	236	3	247	4.66666666667
21_9.902	0.0539661281468	8.355240605	11	239	3	247	3.66666666667
86_2.807	0.0721530357933	8.67246838803	12	238	4	246	3.0
22_9.638	0.173406847536	7.97702447701	10	240	4	246	2.5
105_1.828	0.00374660526348	7.58610618691	16	234	3	247	5.33333333333
124_1.119	0.0170429115758	8.2128648572	15	235	4	246	3.75
0_14.578	0.221364732468	8.01812225177	8	242	3	247	2.66666666667
14_10.724	0.0279847871985	7.90789146937	14	236	4	246	3.5
87_2.73	0.141138083578	8.84808666828	9	241	3	247	3.0
130_0.973	0.11294919945	8.20753952809	11	239	4	246	2.75
2_13.727	0.0721530357933	7.33837494722	12	238	4	246	3.0
101_1.986	0.0721530357933	8.33745241293	12	238	4	246	3.0
112_1.682	0.0279847871985	8.45278410923	14	236	4	246	3.5
12_10.927	0.503831144952	8.11329723923	6	244	3	247	2.0
9_10.996	0.000200060514782	7.19953860231	21	229	3	247	7.0
96_2.383	0.338778369003	9.22262071832	7	243	3	247	2.33333333333
35_8.073	0.0113100408791	7.66556482359	14	236	3	247	4.66666666667
47_6.451	1.0	9.59704918175	2	248	3	247	0.666666666667
57_5.487	0.685609863713	9.89713189356	2	248	4	246	0.5
43_7.373	0.0880920479724	8.32873420193	10	240	3	247	3.33333333333
150_0.208	0.0539661281468	7.43940341967	11	239	3	247	3.66666666667
64_4.183	0.037443481344	8.14026403423	15	235	5	245	3.0
99_2.165	0.202700759496	8.66586172674	11	239	5	245	2.2
70_3.591	0.0193059728447	8.54492040014	13	237	3	247	4.33333333333
45_6.746	0.141138083578	8.3881611929	9	241	3	247	3.0
106_1.816	0.0539661281468	7.83132826005	11	239	3	247	3.66666666667
67_3.752	1.0	9.39384258593	4	246	3	247	1.33333333333
95_2.437	0.00654582764502	7.8178584205	15	235	3	247	5.0
15_10.496	0.00374660526348	7.34090239992	16	234	3	247	5.33333333333
126_1.084	0.0193059728447	8.24221482947	13	237	3	247	4.33333333333
113_1.663	0.00212257616608	8.20741293597	17	233	3	247	5.66666666667
133_0.843	0.0539661281468	7.49810983956	11	239	3	247	3.66666666667
82_3.026	0.141138083578	7.19059296838	9	241	3	247	3.0
88_2.712	0.00212257616608	7.40853859293	17	233	3	247	5.66666666667
55_5.943	0.0325177385818	8.29573219972	12	238	3	247	4.0
28_8.966	1.0	8.40597616935	2	248	3	247	0.666666666667
84_2.846	0.0880920479724	8.36724112616	10	240	3	247	3.33333333333
78_3.166	0.0279847871985	7.93256571165	14	236	4	246	3.5
117_1.362	1.0	8.68574362669	4	246	3	247	1.33333333333
137_0.775	0.623492457752	10.2595940421	1	249	3	247	0.333333333333
39_7.757	0.0880920479724	8.03508967666	10	240	3	247	3.33333333333
94_2.468	0.141138083578	8.14130039962	9	241	3	247	3.0
60_4.733	0.141138083578	8.35002078863	9	241	3	247	3.0
136_0.78	0.294322143709	8.07278317164	10	240	5	245	2.0
85_2.823	0.0539661281468	8.09993213511	11	239	3	247	3.66666666667
20_9.929	0.0113100408791	7.81636695888	14	236	3	247	4.66666666667
92_2.474	0.338778369003	8.93990527707	7	243	3	247	2.33333333333
80_3.112	0.338778369003	8.36681252951	7	243	3	247	2.33333333333
104_1.852	0.751410308876	8.3107886481	6	244	4	246	1.5
140_0.7	0.0193059728447	7.62335274874	13	237	3	247	4.33333333333
49_6.392	0.0279847871985	7.78323809322	14	236	4	246	3.5
75_3.373	0.0113100408791	7.92186530108	14	236	3	247	4.66666666667
27_9.115	1.0	8.8813983084	3	247	3	247	1.0
79_3.154	0.00374660526348	8.12662653147	16	234	3	247	5.33333333333
37_7.91	0.0539661281468	8.61930773721	11	239	3	247	3.66666666667
4_12.075	0.00212257616608	7.64482236052	17	233	3	247	5.66666666667
8_11.012	0.338778369003	8.02907936719	7	243	3	247	2.33333333333
40_7.744	0.00036549929031	7.92488162416	20	230	3	247	6.66666666667
29_8.835	1.0	8.84005327084	4	246	3	247	1.33333333333
59_4.884	0.0279847871985	7.7943362218	14	236	4	246	3.5
111_1.709	0.0193059728447	8.87536404843	13	237	3	247	4.33333333333
125_1.084	0.136617717539	7.90845745383	12	238	5	245	2.4
149_0.362	0.623492457752	10.0279157478	1	249	3	247	0.333333333333
61_4.726	0.221364732468	8.47044459255	8	242	3	247	2.66666666667
145_0.492	0.503831144952	9.25319307816	6	244	3	247	2.0
56_5.648	0.00212257616608	7.91834721437	17	233	3	247	5.66666666667
34_8.104	0.503831144952	9.00687056185	6	244	3	247	2.0
114_1.44	0.141138083578	8.89283870472	9	241	3	247	3.0
24_9.583	0.0452927517327	8.23455047451	13	237	4	246	3.25
58_5.179	0.54425223294	9.0078866884	7	243	4	246	1.75
65_4.178	0.338778369003	8.54690759394	7	243	3	247	2.33333333333
139_0.705	1.0	8.66287560907	4	246	3	247	1.33333333333
44_7.124	0.503831144952	9.13040224626	6	244	3	247	2.0
71_3.582	0.0880920479724	7.69269119164	10	240	3	247	3.33333333333
38_7.807	0.0325177385818	8.03324935741	12	238	3	247	4.0
135_0.805	0.173406847536	8.77920116066	10	240	4	246	2.5
54_6.009	0.503831144952	9.03910213953	6	244	3	247	2.0
98_2.215	0.0325177385818	8.08605594916	12	238	3	247	4.0
142_0.626	0.0880920479724	9.23981598923	10	240	3	247	3.33333333333
1_13.778	0.00654582764502	7.37826311451	15	235	3	247	5.0
102_1.947	0.00654582764502	8.00783617357	15	235	3	247	5.0
73_3.449	1.0	9.19965379576	3	247	3	247	1.0
6_11.966	0.0539661281468	7.80711980099	11	239	3	247	3.66666666667
66_3.782	0.221364732468	8.57372782119	8	242	3	247	2.66666666667
132_0.847	0.221364732468	9.13300294975	8	242	3	247	2.66666666667
42_7.429	0.0279847871985	7.77812391761	14	236	4	246	3.5
122_1.184	0.00374660526348	7.47040168109	16	234	3	247	5.33333333333
36_7.928	0.0325177385818	8.23632464327	12	238	3	247	4.0
120_1.33	1.0	9.96747653894	3	247	3	247	1.0
16_10.293	0.221364732468	8.1983948995	8	242	3	247	2.66666666667
5_11.996	0.503831144952	7.75662198669	6	244	3	247	2.0
100_2.113	1.0	9.47857667795	4	246	3	247	1.33333333333
41_7.655	0.00356979041678	8.02351256282	18	232	4	246	4.5
52_6.107	0.503831144952	8.48542169218	6	244	3	247	2.0
