MOTIF	p-value	scoreCutoff	PosMatches	PosNonMatches	NegMatches	NegNonMatches	Enrichment
3_15.591	0.00045048761691	7.0428452832	40	960	14	986	2.85714285714
139_4.39	0.0204167981876	8.05224133469	37	963	19	981	1.94736842105
99_6.686	0.0155362464446	7.67444136555	28	972	12	988	2.33333333333
107_6.39	0.438934773827	7.9840644955	16	984	11	989	1.45454545455
17_12.87	0.0189539717959	7.54116115844	26	974	11	989	2.36363636364
56_9.199	0.00723842626343	8.06568960385	33	967	14	986	2.35714285714
112_5.938	0.107340450663	8.86085152401	21	979	11	989	1.90909090909
126_5.004	0.0450180757726	9.19409061624	25	975	12	988	2.08333333333
68_8.508	0.107340450663	8.43979527808	21	979	11	989	1.90909090909
70_8.436	0.0392199578263	7.98644715766	24	976	11	989	2.18181818182
193_0.557	0.0204167981876	8.36661141911	37	963	19	981	1.94736842105
182_0.905	0.0392199578263	8.55975102309	24	976	11	989	2.18181818182
178_1.254	0.0149363123092	8.31488842155	31	969	14	986	2.21428571429
148_3.54	0.581791806083	8.66763270811	17	983	13	987	1.30769230769
75_8.008	0.830879403339	8.91933598199	10	990	12	988	0.833333333333
119_5.302	0.0413834431203	8.15432730809	28	972	14	986	2.0
137_4.504	0.554584468195	8.9039505152	15	985	11	989	1.36363636364
111_5.953	0.0776657278988	8.5191407799	22	978	11	989	2.0
64_8.744	0.0106885408068	8.35129434333	29	971	12	988	2.41666666667
167_2.371	0.0106885408068	8.49084432446	29	971	12	988	2.41666666667
0_17.401	0.0318997188043	7.93612641468	26	974	12	988	2.16666666667
129_4.904	0.454942716329	8.41065535758	17	983	12	988	1.41666666667
127_5.001	0.1592712155	8.23931671547	21	979	12	988	1.75
10_13.916	0.688161759902	8.10266521871	14	986	11	989	1.27272727273
84_7.462	0.0555115182499	7.84059764064	23	977	11	989	2.09090909091
131_4.766	1.0	8.83996201557	11	989	11	989	1.0
189_0.714	0.261429128168	8.665284542	18	982	11	989	1.63636363636
28_11.791	0.0555115182499	7.88170645637	23	977	11	989	2.09090909091
159_2.712	1.0	8.88931207545	10	990	11	989	0.909090909091
11_13.691	0.0274071947073	6.94099232616	25	975	11	989	2.27272727273
100_6.684	0.000720848539623	7.38146981022	34	966	11	989	3.09090909091
142_4.251	0.0776657278988	8.78527505918	22	978	11	989	2.0
172_1.965	0.554584468195	8.84154563329	15	985	11	989	1.36363636364
92_6.948	0.183630000111	7.87560872292	23	977	14	986	1.64285714286
195_0.512	0.14644749602	9.0289909287	20	980	11	989	1.81818181818
38_10.864	0.688161759902	8.3222110169	14	986	11	989	1.27272727273
59_9.111	0.688161759902	8.40436092847	14	986	11	989	1.27272727273
33_11.583	0.0189539717959	7.98755250914	26	974	11	989	2.36363636364
32_11.699	1.0	8.58170301688	12	988	11	989	1.09090909091
146_3.614	0.0129790116383	8.913664793	27	973	11	989	2.45454545455
117_5.576	0.0155362464446	8.55801055924	28	972	12	988	2.33333333333
121_5.178	0.261429128168	8.99238992207	18	982	11	989	1.63636363636
143_3.975	0.277269399364	8.42753597081	19	981	12	988	1.58333333333
197_0.476	0.822915523394	8.98953934497	9	991	11	989	0.818181818182
50_9.447	0.14644749602	8.39415387273	20	980	11	989	1.81818181818
39_10.72	0.844001933563	7.95231428241	14	986	12	988	1.16666666667
166_2.398	0.478668206118	9.5757124011	7	993	11	989	0.636363636364
165_2.509	0.699146586154	8.29075990441	15	985	12	988	1.25
164_2.622	0.822915523394	8.55794900645	9	991	11	989	0.818181818182
130_4.805	0.454942716329	8.89291115928	17	983	12	988	1.41666666667
73_8.056	0.0555115182499	8.16967490235	23	977	11	989	2.09090909091
5_14.582	0.000462959532746	7.53650464102	35	965	11	989	3.18181818182
136_4.542	0.438934773827	8.67710196689	16	984	11	989	1.45454545455
135_4.555	0.00330377868903	7.9820419785	32	968	12	988	2.66666666667
4_14.972	0.341503716374	8.49775456237	17	983	11	989	1.54545454545
114_5.873	0.837844115149	8.24691205764	13	987	11	989	1.18181818182
108_6.165	0.454942716329	8.37380144792	17	983	12	988	1.41666666667
132_4.69	0.0274071947073	8.35016471386	25	975	11	989	2.27272727273
37_10.905	0.118281778921	7.95318410287	22	978	12	988	1.83333333333
185_0.808	0.0776657278988	8.64937639239	22	978	11	989	2.0
104_6.507	0.225484920742	8.24362262652	21	979	13	987	1.61538461538
61_8.863	0.357940471224	8.27535163155	18	982	12	988	1.5
171_2.069	0.0106885408068	7.92171652044	29	971	12	988	2.41666666667
120_5.207	0.373209891201	8.28502317995	19	981	13	987	1.46153846154
199_0.132	0.0274024950097	8.15015742613	32	968	16	984	2.0
109_6.121	0.0318997188043	7.90484067493	26	974	12	988	2.16666666667
179_1.1	0.0418148081159	8.61319137864	32	968	17	983	1.88235294118
128_4.939	0.197088232798	8.76678099136	19	981	11	989	1.72727272727
60_8.976	0.0957576224487	8.24024644726	24	976	13	987	1.84615384615
133_4.639	0.1592712155	8.38475522369	21	979	12	988	1.75
12_13.471	0.0392199578263	8.12547515539	24	976	11	989	2.18181818182
80_7.612	0.0340890295229	8.08646790283	34	966	18	982	1.88888888889
191_0.604	0.0189539717959	8.3266161702	26	974	11	989	2.36363636364
94_6.81	0.0628454840643	8.21539304477	24	976	12	988	2.0
87_7.242	0.438934773827	8.10914106603	16	984	11	989	1.45454545455
66_8.57	0.00591934052341	8.13669556537	29	971	11	989	2.63636363636
58_9.162	0.341503716374	8.23854028598	17	983	11	989	1.54545454545
150_3.177	0.261429128168	8.73995228062	18	982	11	989	1.63636363636
184_0.817	0.0397244295915	7.71247439405	40	960	23	977	1.73913043478
42_10.42	0.0172767709643	7.15409193927	32	968	15	985	2.13333333333
183_0.85	0.469638878416	8.05119807067	18	982	13	987	1.38461538462
175_1.644	0.0702456853274	8.20130955918	25	975	13	987	1.92307692308
177_1.46	0.0155362464446	8.41207195893	28	972	12	988	2.33333333333
158_2.809	0.261429128168	9.0446723056	18	982	11	989	1.63636363636
48_9.785	0.118281778921	8.608420541	22	978	12	988	1.83333333333
45_10.193	0.00728795350717	7.35157962835	30	970	12	988	2.5
13_13.249	0.000720848539623	7.4272002708	34	966	11	989	3.09090909091
170_2.173	0.211625904949	8.48593832326	20	980	12	988	1.66666666667
190_0.612	0.357940471224	8.62496409226	18	982	12	988	1.5
