MOTIF	p-value	scoreCutoff	PosMatches	PosNonMatches	NegMatches	NegNonMatches	Enrichment
112_1.842	0.0452927517327	7.4919097439	13	237	4	246	3.25
93_2.688	0.338778369003	8.5137586347	7	243	3	247	2.33333333333
124_1.454	0.179810451866	7.9787222448	14	236	7	243	2.0
137_0.922	0.44702445073	8.16009930596	10	240	6	244	1.66666666667
146_0.525	0.771660116709	8.61110850758	7	243	5	245	1.4
28_8.544	0.00212257616608	7.96381641053	17	233	3	247	5.66666666667
52_6.496	0.221364732468	8.38105764122	8	242	3	247	2.66666666667
100_2.221	0.0880920479724	8.44383740075	10	240	3	247	3.33333333333
120_1.698	0.0880920479724	7.70582839145	10	240	3	247	3.33333333333
15_10.378	1.0	8.82390531118	4	246	3	247	1.33333333333
114_1.804	0.0325177385818	8.10221162364	12	238	3	247	4.0
88_2.929	0.221364732468	8.85590652281	8	242	3	247	2.66666666667
14_10.381	0.00654582764502	7.70516426333	15	235	3	247	5.0
99_2.341	0.141138083578	8.2688156984	9	241	3	247	3.0
25_8.865	1.0	9.9408347429	3	247	3	247	1.0
121_1.675	0.000662560445691	7.17325338152	19	231	3	247	6.33333333333
43_7.203	0.338778369003	8.66112778184	7	243	3	247	2.33333333333
103_2.203	0.0539661281468	8.02423096374	11	239	3	247	3.66666666667
8_12.148	0.503831144952	8.91350795563	6	244	3	247	2.0
48_6.713	0.0880920479724	8.19583456726	10	240	3	247	3.33333333333
24_8.909	0.141138083578	8.19405598524	9	241	3	247	3.0
135_0.989	0.0880920479724	7.97343375577	10	240	3	247	3.33333333333
118_1.724	0.0325177385818	7.71804740929	12	238	3	247	4.0
91_2.766	0.221364732468	8.38710610898	8	242	3	247	2.66666666667
107_2.16	0.338778369003	9.26382760852	7	243	3	247	2.33333333333
105_2.197	0.00036549929031	7.66064884551	20	230	3	247	6.66666666667
71_4.023	0.141138083578	8.36401435551	9	241	3	247	3.0
13_10.512	0.503831144952	8.13806115593	6	244	3	247	2.0
111_1.857	1.0	8.82551652486	5	245	4	246	1.25
40_7.341	1.0	10.0623610624	4	246	3	247	1.33333333333
95_2.401	0.141138083578	8.72886292845	9	241	3	247	3.0
98_2.343	0.0146197597833	7.09640092218	17	233	5	245	3.4
116_1.774	0.0113100408791	7.55069440473	14	236	3	247	4.66666666667
35_7.757	0.0193059728447	7.92454321488	13	237	3	247	4.33333333333
96_2.387	0.221364732468	8.68418880249	8	242	3	247	2.66666666667
61_5.025	0.000662560445691	8.05492377	19	231	3	247	6.33333333333
131_1.131	0.0721530357933	8.68100280579	12	238	4	246	3.0
141_0.798	1.0	10.1384775405	4	246	3	247	1.33333333333
32_8.098	0.724350636085	8.19928043871	5	245	3	247	1.66666666667
53_6.492	0.338778369003	8.87245078742	7	243	3	247	2.33333333333
94_2.539	0.338778369003	9.30431890262	7	243	3	247	2.33333333333
67_4.219	0.00654582764502	7.58960504435	15	235	3	247	5.0
46_6.828	0.417244332764	8.15131286055	9	241	5	245	1.8
65_4.458	0.724350636085	8.90313438078	5	245	3	247	1.66666666667
132_1.049	1.0	9.78989029645	3	247	3	247	1.0
150_0.203	0.221364732468	7.96213577769	8	242	3	247	2.66666666667
140_0.825	0.724350636085	9.05847194305	5	245	3	247	1.66666666667
72_4.009	0.221364732468	9.0557872886	8	242	3	247	2.66666666667
7_12.389	0.381818030249	8.79027365179	8	242	4	246	2.0
